Genre,imdbId,Feature1
Action,284457,10
Drama,285727,1
Drama,286058,1
Drama,290160,1
Drama,290661,1
Documentary,301235,2
Comedy,305999,0
Drama,308772,1
Comedy,323443,0
Drama,330099,1
Drama,338309,1
Comedy,342520,0
Documentary,342570,2
Drama,347037,1
Drama,352332,1
Action,357474,10
Documentary,359203,2
Drama,359692,1
Comedy,361462,0
Drama,363579,1
Horror,364385,3
Comedy,366137,0
Comedy,368259,0
Drama,373712,1
Documentary,375073,2
Documentary,379296,2
Drama,379576,1
Documentary,383475,2
Documentary,388789,2
Drama,389908,1
Drama,391891,1
Drama,396746,1
Documentary,416825,2
Documentary,418038,2
Documentary,419806,2
Documentary,427228,2
Drama,383534,1
Drama,376568,1
Drama,369672,1
Comedy,416220,0
Drama,345032,1
Comedy,179526,0
Drama,98112,1
Comedy,92035,0
Drama,295004,1
Documentary,107233,2
Drama,86429,1
Drama,95036,1
Comedy,99342,0
Comedy,84173,0
Drama,279037,1
Drama,329106,1
Drama,76348,1
Drama,329330,1
Drama,32811,1
Drama,416991,1
Drama,343095,1
Drama,276617,1
Drama,408664,1
Drama,365020,1
Drama,79095,1
Documentary,390336,2
Comedy,284674,0
Drama,388318,1
Drama,291213,1
Drama,30973,1
Documentary,303394,2
Comedy,24601,0
Documentary,368314,2
Drama,37614,1
Drama,424434,1
Horror,67500,3
Drama,381682,1
Drama,106464,1
Drama,84784,1
Drama,104033,1
Drama,110400,1
Drama,225100,1
Drama,55370,1
Comedy,52933,0
Comedy,54615,0
Documentary,117395,2
Drama,76245,1
Drama,347540,1
Drama,78056,1
Drama,399901,1
Drama,21622,1
Drama,27459,1
Drama,60574,1
Drama,107623,1
Comedy,109936,0
Drama,54326,1
Drama,132905,1
Documentary,424565,2
Drama,357110,1
Comedy,388500,0
Drama,365938,1
Drama,76085,1
Comedy,274155,0
Drama,76211,1
Horror,66849,3
Drama,97195,1
Drama,61613,1
Horror,235712,3
Comedy,105097,0
Comedy,33868,0
Drama,72206,1
Drama,60491,1
Comedy,219288,0
Drama,58003,1
Drama,20475,1
Drama,201631,1
Comedy,40497,0
Drama,73424,1
Horror,384833,3
Comedy,287138,0
Drama,64975,1
Drama,64976,1
Drama,104373,1
Drama,97694,1
Comedy,325234,0
Thriller,378215,4
Documentary,72962,2
Drama,275182,1
Horror,65597,3
Documentary,360216,2
Comedy,192766,0
Documentary,413845,2
Horror,397065,3
Drama,53602,1
Drama,21571,1
Drama,21739,1
Drama,85501,1
Drama,332285,1
Drama,36983,1
Comedy,291832,0
Mystery,57254,8
Drama,119626,1
Drama,397619,1
Documentary,365109,2
Thriller,86303,4
Action,266408,10
Drama,307213,1
War,35664,13
Comedy,58153,0
Documentary,275408,2
Horror,420251,3
Drama,44896,1
Documentary,364079,2
Comedy,78133,0
Comedy,71514,0
Thriller,101694,4
Comedy,30696,0
Musical,32284,5
Drama,103838,1
Western,60120,6
Comedy,330111,0
Drama,105577,1
Drama,43362,1
Drama,368774,1
Comedy,367652,0
Thriller,246404,4
Documentary,378407,2
Comedy,89839,0
Drama,472536,1
Comedy,49830,0
Drama,291905,1
Drama,375611,1
Drama,363768,1
Drama,387233,1
Drama,113918,1
Drama,300270,1
Comedy,407732,0
Horror,428251,3
Comedy,24183,0
Comedy,348333,0
Drama,350261,1
Drama,80149,1
Comedy,25318,0
Comedy,212292,0
Drama,397530,1
Drama,95607,1
Documentary,424024,2
Drama,100681,1
Documentary,424509,2
Drama,378793,1
Documentary,303307,2
Drama,395972,1
Horror,432291,3
Drama,406038,1
Documentary,436686,2
Drama,419922,1
Comedy,408961,0
Comedy,302297,0
Documentary,447016,2
Drama,325478,1
Drama,116696,1
Comedy,436058,0
Horror,67950,3
Drama,342735,1
Drama,420015,1
Sci-Fi,75909,11
Drama,228277,1
Comedy,401787,0
Drama,426155,1
Drama,419424,1
Horror,65569,3
Horror,53677,3
Horror,65854,3
Horror,58155,3
Comedy,87020,0
Horror,416315,3
Drama,25929,1
Drama,317965,1
Drama,59619,1
Drama,387059,1
Drama,58409,1
Horror,58073,3
Comedy,321440,0
Documentary,411674,2
Drama,51983,1
Drama,58301,1
Documentary,436039,2
Drama,29995,1
Documentary,337868,2
Comedy,416891,0
Comedy,63801,0
Documentary,321376,2
Drama,61847,1
Drama,349691,1
Drama,85872,1
Comedy,77452,0
Documentary,473107,2
Drama,190268,1
Western,61709,6
Drama,307913,1
Drama,41154,1
Horror,116075,3
Drama,80129,1
Comedy,41737,0
Comedy,41831,0
Drama,73293,1
Documentary,444608,2
Drama,17448,1
Comedy,354068,0
Documentary,428441,2
Drama,419279,1
Horror,450278,3
Comedy,456554,0
Comedy,408985,0
Comedy,433116,0
Drama,437447,1
Drama,296492,1
Horror,407621,3
Horror,65669,3
Drama,420548,1
Comedy,88336,0
Documentary,365135,2
Horror,414982,3
Drama,108094,1
Comedy,32554,0
Comedy,203427,0
Drama,420260,1
Documentary,436857,2
Drama,41931,1
Drama,79854,1
Documentary,88919,2
Sci-Fi,64473,11
Drama,53750,1
Horror,454841,3
Documentary,112120,2
Documentary,13427,2
Drama,61996,1
Sci-Fi,443693,11
Documentary,331080,2
Documentary,427783,2
Documentary,417003,2
Drama,437800,1
Drama,263124,1
Documentary,493459,2
Comedy,490196,0
Comedy,416331,0
Horror,54777,3
Drama,16914,1
Documentary,312318,2
Comedy,362120,0
Drama,463345,1
Drama,387055,1
Drama,464105,1
Drama,423176,1
Western,66390,6
Comedy,316187,0
Drama,417385,1
Drama,419256,1
Comedy,415949,0
Drama,71786,1
Drama,456658,1
Drama,416471,1
Horror,466909,3
Comedy,424345,0
Horror,60097,3
Documentary,489037,2
Documentary,497116,2
Comedy,398839,0
Drama,352426,1
Fantasy,446685,7
Drama,456899,1
Drama,414344,1
Drama,477877,1
Drama,383518,1
Comedy,20442,0
Documentary,489707,2
Drama,66546,1
Documentary,230334,2
Drama,449467,1
Drama,65874,1
Comedy,369994,0
Comedy,74597,0
Documentary,492506,2
Comedy,60722,0
Drama,38213,1
Drama,52990,1
Drama,388505,1
Drama,11000,1
Drama,456149,1
Drama,74360,1
Documentary,492447,2
Drama,48291,1
Drama,468489,1
Drama,12763,1
Drama,472582,1
Comedy,384793,0
Comedy,106779,0
Drama,381690,1
Comedy,486551,0
Comedy,75144,0
Comedy,32339,0
Drama,451176,1
Comedy,446747,0
Comedy,111807,0
Western,40175,6
Drama,417189,1
Drama,74220,1
Drama,423169,1
Documentary,486358,2
Comedy,109440,0
Thriller,120088,4
Drama,98327,1
Documentary,365215,2
Documentary,60712,2
Drama,63787,1
Drama,107152,1
Comedy,443453,0
Comedy,462519,0
Comedy,337114,0
Comedy,30746,0
Horror,420294,3
Drama,427339,1
Drama,26262,1
Comedy,448909,0
Action,431641,10
Horror,489270,3
Comedy,385057,0
Drama,288491,1
Drama,411098,1
Western,32221,6
Drama,57277,1
Comedy,470765,0
Documentary,457496,2
Drama,388364,1
Documentary,486585,2
Comedy,40795,0
Western,74776,6
Drama,479965,1
Drama,472113,1
Drama,85398,1
Drama,91786,1
Drama,55464,1
Documentary,478324,2
Documentary,783612,2
Drama,422491,1
Drama,64536,1
Comedy,109644,0
Horror,454082,3
Comedy,808146,0
Drama,69687,1
Drama,468526,1
Drama,22626,1
Comedy,45081,0
Comedy,43918,0
Drama,422133,1
Drama,38984,1
Drama,457655,1
Documentary,478160,2
Drama,415234,1
Drama,76263,1
Fantasy,21331,7
Comedy,822389,0
Documentary,846789,2
Drama,39651,1
Comedy,469754,0
Comedy,423505,0
Comedy,66115,0
Drama,27672,1
Comedy,77350,0
Drama,476735,1
Horror,67229,3
Drama,320042,1
Drama,386862,1
Documentary,301555,2
Drama,137863,1
Short,36154,12
Thriller,429277,4
Sci-Fi,81036,11
Drama,56825,1
Drama,468548,1
Drama,55506,1
Drama,433416,1
Drama,408056,1
Drama,429068,1
Horror,465670,3
Drama,490204,1
Drama,450450,1
Drama,417614,1
Drama,41870,1
Drama,95385,1
Drama,51055,1
Comedy,424338,0
Comedy,133170,0
Drama,39735,1
Drama,66491,1
Action,780595,10
Thriller,70351,4
Comedy,70557,0
Horror,156843,3
Comedy,772178,0
Documentary,856008,2
Comedy,320194,0
Romance,432290,16
Drama,403692,1
Drama,477731,1
Drama,363303,1
Drama,491747,1
Documentary,874423,2
Drama,299937,1
Horror,498353,3
Comedy,484113,0
Documentary,487092,2
Thriller,1028528,4
Sci-Fi,46248,11
Comedy,405163,0
Western,31235,6
Drama,347016,1
Drama,463486,1
Documentary,49531,2
Comedy,47152,0
Drama,70188,1
Comedy,217894,0
Comedy,64855,0
Drama,49829,1
Comedy,795368,0
Comedy,57878,0
Action,109195,10
Documentary,832903,2
Comedy,796314,0
Comedy,787475,0
Drama,54286,1
Documentary,439810,2
Comedy,778784,0
Drama,430768,1
Documentary,478116,2
Drama,890882,1
Comedy,448927,0
Horror,77904,3
Comedy,829482,0
Drama,434292,1
Comedy,412535,0
Comedy,57622,0
Documentary,863037,2
Horror,373883,3
Western,61636,6
Drama,377972,1
Comedy,784972,0
Drama,40737,1
Drama,454931,1
Drama,1032846,1
Drama,483812,1
Drama,480269,1
Drama,469623,1
Comedy,486572,0
Comedy,425395,0
Thriller,480011,4
Drama,498097,1
Documentary,54745,2
Thriller,59496,4
Drama,762110,1
Documentary,92561,2
Documentary,961117,2
Drama,880502,1
Horror,23236,3
Comedy,94641,0
Drama,817225,1
Drama,857355,1
Comedy,799934,0
Western,26267,6
Drama,65391,1
Drama,822849,1
Documentary,988102,2
Western,27087,6
Comedy,780608,0
Documentary,1135489,2
Horror,884328,3
Documentary,296881,2
Drama,51093,1
Documentary,762117,2
Horror,411269,3
Documentary,775438,2
Documentary,830968,2
Documentary,912580,2
Drama,90608,1
Documentary,819354,2
Documentary,847817,2
Drama,433398,1
Documentary,1029172,2
Documentary,977649,2
Drama,419887,1
Documentary,439511,2
Comedy,417056,0
Drama,58500,1
Drama,241663,1
Drama,492463,1
Drama,356453,1
Drama,456041,1
Drama,480001,1
Drama,19074,1
Comedy,70913,0
Drama,770810,1
Comedy,1073498,0
Drama,73152,1
Comedy,50456,0
Drama,63599,1
Drama,814666,1
Drama,816616,1
Documentary,970184,2
Drama,780492,1
Drama,33677,1
Drama,61042,1
Drama,807054,1
Drama,48198,1
Documentary,395421,2
Documentary,1097256,2
Comedy,76913,0
Drama,772168,1
Drama,807721,1
Drama,56049,1
Drama,918557,1
Horror,107953,3
Drama,89537,1
Drama,389235,1
Drama,988108,1
Drama,914382,1
Documentary,468442,2
Action,443450,10
Documentary,1002540,2
Comedy,85764,0
Drama,72446,1
Drama,412808,1
Drama,82313,1
Drama,416675,1
Documentary,995061,2
Drama,478999,1
Horror,856288,3
Horror,963794,3
Documentary,912590,2
Drama,857191,1
Drama,855895,1
Comedy,1007950,0
Drama,348853,1
Comedy,466771,0
Horror,845955,3
Documentary,892425,2
Documentary,1091617,2
Drama,1080695,1
Comedy,974959,0
Drama,106911,1
Drama,31976,1
Documentary,478090,2
Drama,827517,1
Documentary,1112115,2
Documentary,387682,2
Western,52724,6
Comedy,435706,0
Documentary,479916,2
Documentary,841119,2
Comedy,427998,0
Drama,379976,1
Horror,490076,3
Documentary,233809,2
Western,66907,6
Drama,24453,1
Drama,53017,1
Drama,84807,1
Drama,71483,1
Drama,84465,1
Comedy,803057,0
Drama,312886,1
Drama,55981,1
Drama,55320,1
Comedy,464907,0
Drama,1078188,1
Comedy,486572,0
Comedy,425395,0
Thriller,480011,4
Drama,498097,1
Documentary,54745,2
Thriller,59496,4
Drama,762110,1
Documentary,92561,2
Documentary,961117,2
Drama,880502,1
Horror,23236,3
Comedy,94641,0
Drama,817225,1
Drama,857355,1
Comedy,799934,0
Western,26267,6
Drama,65391,1
Drama,822849,1
Documentary,988102,2
Western,27087,6
Comedy,780608,0
Documentary,1135489,2
Horror,884328,3
Documentary,296881,2
Drama,51093,1
Documentary,762117,2
Horror,411269,3
Documentary,775438,2
Documentary,830968,2
Documentary,912580,2
Drama,90608,1
Documentary,819354,2
Documentary,847817,2
Drama,433398,1
Documentary,1029172,2
Documentary,977649,2
Drama,419887,1
Documentary,439511,2
Comedy,417056,0
Drama,58500,1
Drama,241663,1
Drama,492463,1
Drama,356453,1
Drama,456041,1
Drama,480001,1
Drama,19074,1
Comedy,70913,0
Drama,770810,1
Comedy,1073498,0
Drama,73152,1
Comedy,50456,0
Drama,63599,1
Drama,814666,1
Drama,816616,1
Documentary,970184,2
Drama,780492,1
Drama,33677,1
Drama,61042,1
Drama,807054,1
Drama,48198,1
Documentary,395421,2
Documentary,1097256,2
Comedy,76913,0
Drama,772168,1
Drama,807721,1
Drama,56049,1
Drama,918557,1
Horror,107953,3
Drama,89537,1
Drama,389235,1
Drama,988108,1
Drama,914382,1
Documentary,468442,2
Action,443450,10
Documentary,1002540,2
Comedy,85764,0
Drama,72446,1
Drama,412808,1
Drama,82313,1
Drama,416675,1
Documentary,995061,2
Drama,478999,1
Horror,856288,3
Horror,963794,3
Documentary,912590,2
Drama,857191,1
Drama,855895,1
Comedy,1007950,0
Drama,348853,1
Comedy,466771,0
Horror,845955,3
Documentary,892425,2
Documentary,1091617,2
Drama,1080695,1
Comedy,974959,0
Drama,106911,1
Drama,31976,1
Documentary,478090,2
Drama,827517,1
Documentary,1112115,2
Documentary,387682,2
Western,52724,6
Comedy,435706,0
Documentary,479916,2
Documentary,841119,2
Comedy,427998,0
Drama,379976,1
Horror,490076,3
Documentary,233809,2
Western,66907,6
Drama,24453,1
Drama,53017,1
Drama,84807,1
Drama,71483,1
Drama,84465,1
Comedy,803057,0
Drama,312886,1
Drama,55981,1
Drama,55320,1
Comedy,464907,0
Drama,1078188,1
Drama,400761,1
Drama,304808,1
Drama,811128,1
Drama,940585,1
Drama,889652,1
Documentary,929235,2
Horror,18097,3
Drama,53765,1
Documentary,1114277,2
Western,61787,6
Drama,888693,1
Documentary,1093824,2
Drama,212573,1
Documentary,911010,2
Drama,463381,1
Comedy,816545,0
Drama,847897,1
Drama,806679,1
Drama,997188,1
Drama,787523,1
Drama,39090,1
Drama,470679,1
Drama,424971,1
Drama,245027,1
Drama,901475,1
Comedy,462295,0
Comedy,838283,0
Documentary,486259,2
Drama,949489,1
Drama,168972,1
Drama,801526,1
Drama,19935,1
Drama,431045,1
Drama,55052,1
Drama,247613,1
Comedy,76933,0
Documentary,1002535,2
Drama,859765,1
Drama,809425,1
Documentary,963807,2
Horror,827782,3
Comedy,1213644,0
Comedy,844671,0
Documentary,1149405,2
Comedy,392878,0
Horror,804507,3
Drama,1020936,1
Comedy,1087458,0
Drama,472156,1
Drama,452971,1
Comedy,492619,0
Drama,388727,1
Drama,459102,1
Drama,474642,1
Drama,482528,1
Drama,45848,1
Drama,56444,1
Comedy,351459,0
Drama,53987,1
Drama,51879,1
Drama,782867,1
Horror,1029234,3
Comedy,127310,0
Drama,47682,1
Comedy,376873,0
Comedy,89746,0
Comedy,841027,0
Drama,911024,1
Drama,68569,1
Drama,416212,1
Drama,488905,1
Documentary,90182,2
Drama,1142798,1
Action,143348,10
Drama,43663,1
Drama,306011,1
Drama,1010048,1
Comedy,430922,0
Western,16939,6
Horror,1124394,3
Drama,43801,1
Documentary,850669,2
Drama,803080,1
Horror,1064953,3
Drama,152176,1
Drama,851577,1
Drama,899137,1
Action,68650,10
Drama,1233381,1
Drama,1068646,1
Documentary,1016164,2
Drama,195001,1
Horror,837791,3
Drama,1037218,1
Documentary,828154,2
Documentary,65853,2
Drama,40980,1
Documentary,878134,2
Drama,145605,1
Drama,49601,1
Drama,1285130,1
Drama,1205489,1
Comedy,476681,0
Drama,1068649,1
Comedy,143323,0
Drama,955298,1
Drama,304547,1
Western,52794,6
Sci-Fi,449040,11
Drama,1110272,1
Drama,320668,1
Comedy,976247,0
Comedy,13075,0
Drama,864770,1
Drama,1232826,1
Documentary,762133,2
Drama,366596,1
Drama,373747,1
Western,48339,6
Comedy,1307059,0
Drama,1152850,1
Horror,97534,3
Western,44573,6
Drama,419515,1
Drama,850307,1
Documentary,1294164,2
Documentary,209919,2
Documentary,81169,2
Drama,487419,1
Drama,243951,1
Drama,426173,1
Drama,464029,1
Western,49286,6
Western,40082,6
Comedy,105251,0
Drama,118852,1
Drama,68912,1
Drama,822868,1
Drama,287140,1
Western,22681,6
Drama,969307,1
Comedy,133906,0
Documentary,1139618,2
Horror,879801,3
Drama,181002,1
Drama,139745,1
Horror,1020530,3
Documentary,115398,2
Documentary,58481,2
Comedy,70860,0
Western,43408,6
Drama,1263736,1
Documentary,492931,2
Drama,114626,1
Drama,961108,1
Drama,412596,1
Drama,67327,1
Drama,825241,1
Comedy,68916,0
Drama,808148,1
Documentary,120028,2
Comedy,1320355,0
Adventure,490377,9
Drama,49010,1
Thriller,831916,4
Comedy,1116186,0
Drama,756206,1
Comedy,948532,0
Western,51688,6
Drama,50458,1
Drama,61196,1
Drama,497316,1
Horror,758746,3
Comedy,373915,0
Documentary,1200060,2
Drama,363060,1
Drama,27489,1
Comedy,91767,0
Drama,388474,1
Thriller,195630,4
Documentary,1104783,2
Western,93811,6
Drama,22698,1
Action,785035,10
Comedy,97676,0
Documentary,67324,2
Western,24902,6
Documentary,498329,2
Drama,387701,1
Comedy,377651,0
Documentary,419477,2
Drama,107751,1
Western,42629,6
Comedy,26676,0
Comedy,47338,0
Horror,435653,3
Drama,833960,1
Comedy,1226774,0
Documentary,1294790,2
Western,45737,6
Documentary,180443,2
Western,45992,6
Drama,15361,1
Documentary,318413,2
Western,26614,6
Drama,395461,1
Comedy,17437,0
Western,44872,6
Comedy,110274,0
Thriller,120619,4
Comedy,121297,0
Comedy,19400,0
Drama,276216,1
Drama,57829,1
Drama,1103982,1
Comedy,455577,0
Documentary,1051245,2
Documentary,1058058,2
Comedy,210094,0
Drama,484437,1
Comedy,64203,0
Comedy,67484,0
Documentary,393597,2
Western,24516,6
Comedy,84923,0
Western,64240,6
Western,24293,6
Documentary,1049400,2
Drama,79875,1
Drama,1032819,1
Drama,810945,1
Drama,967945,1
Documentary,943512,2
Western,42744,6
Comedy,62228,0
Drama,73198,1
Drama,990404,1
Comedy,346513,0
Drama,1138489,1
Comedy,1083456,0
Drama,40970,1
Comedy,120376,0
Drama,1314280,1
Comedy,1119646,0
Comedy,66423,0
Comedy,178031,0
Horror,460742,3
Drama,1152397,1
Drama,1277737,1
Documentary,492487,2
Comedy,54169,0
Documentary,54205,2
Drama,60358,1
Drama,51362,1
Comedy,74251,0
Comedy,85603,0
Horror,100079,3
Comedy,808425,0
Documentary,775434,2
Drama,1034325,1
Drama,419815,1
Comedy,48213,0
Horror,489244,3
Documentary,119728,2
Documentary,443335,2
Drama,1078588,1
Drama,35195,1
Drama,111845,1
Documentary,296108,2
Comedy,889583,0
Documentary,1015971,2
Documentary,799948,2
Drama,60479,1
Documentary,1278293,2
Documentary,100624,2
Drama,109702,1
Drama,938341,1
Comedy,101660,0
Western,24805,6
Documentary,965355,2
Comedy,160835,0
Drama,103626,1
Western,26908,6
Drama,87400,1
Documentary,1221143,2
Horror,844479,3
Drama,315459,1
Drama,1251357,1
Comedy,1161443,0
Comedy,1213922,0
Drama,99341,1
Drama,85533,1
Drama,85503,1
Comedy,260193,0
Drama,87164,1
Documentary,294805,2
Western,25699,6
Comedy,88050,0
Drama,160535,1
Drama,104118,1
Comedy,1092633,0
Comedy,402115,0
Drama,443076,1
Drama,407008,1
Drama,96908,1
Documentary,493420,2
Drama,964185,1
Documentary,1186238,2
Comedy,481273,0
Drama,43018,1
Western,44186,6
Documentary,1141486,2
Documentary,847474,2
Horror,469979,3
Drama,791318,1
Drama,20298,1
Drama,1186369,1
Thriller,1359554,4
Drama,60050,1
Drama,1095442,1
Documentary,110377,2
Horror,1311067,3
Drama,113131,1
Documentary,1500516,2
Comedy,1332054,0
Documentary,352524,2
Documentary,1000764,2
Drama,475860,1
Comedy,45554,0
Drama,69398,1
Drama,48933,1
Documentary,1176244,2
Comedy,14358,0
Drama,63291,1
Western,48691,6
Drama,1190858,1
Horror,1144884,3
Documentary,1286537,2
Drama,1188998,1
Horror,450336,3
Comedy,381104,0
Horror,354623,3
Drama,39135,1
Documentary,996966,2
Comedy,47582,0
Drama,1153690,1
Drama,1087578,1
Drama,57336,1
Comedy,73915,0
Documentary,1286798,2
Comedy,34424,0
Documentary,1331025,2
Drama,102638,1
Comedy,37492,0
Drama,1174732,1
Comedy,47794,0
Comedy,1078940,0
Drama,1504402,1
Drama,1360866,1
Drama,18066,1
Romance,477331,16
Comedy,9062,0
Documentary,1276996,2
Drama,19558,1
Drama,61465,1
Drama,62352,1
Drama,97782,1
Documentary,1326194,2
Horror,68727,3
Drama,105256,1
Drama,926380,1
Drama,77309,1
Drama,17128,1
Documentary,63084,2
Comedy,15167,0
Drama,238768,1
Documentary,906743,2
Drama,1100048,1
Horror,1100053,3
Drama,480163,1
Comedy,71908,0
Drama,1130088,1
Drama,100879,1
Comedy,79839,0
Drama,112491,1
Drama,57654,1
Mystery,129134,8
Documentary,765849,2
Comedy,930071,0
Music,1242845,14
Drama,929632,1
Drama,1172963,1
Comedy,459127,0
Drama,878674,1
Documentary,803005,2
Documentary,96337,2
Documentary,131149,2
Comedy,18523,0
Action,1232831,10
Documentary,130232,2
Drama,1175506,1
Documentary,1241325,2
Documentary,358456,2
Drama,1087527,1
Drama,1186366,1
Western,55558,6
Horror,91415,3
Documentary,892773,2
Drama,1031947,1
Adventure,448993,9
Drama,65417,1
Drama,53279,1
Drama,84345,1
Drama,48610,1
Action,119872,10
Drama,22017,1
Drama,39074,1
Drama,60063,1
Drama,460480,1
Drama,59503,1
Drama,93133,1
Documentary,1421032,2
Comedy,35105,0
Drama,850667,1
Comedy,1175500,0
Drama,1527679,1
Comedy,77768,0
Drama,5916,1
Comedy,443506,0
Drama,77729,1
Drama,277255,1
Comedy,1407050,0
Western,66448,6
Comedy,16004,0
Documentary,1185384,2
Documentary,17162,2
Drama,84808,1
Documentary,83230,2
Drama,847167,1
Drama,51028,1
Documentary,446083,2
Drama,102458,1
Drama,147651,1
Drama,85101,1
Documentary,1503769,2
Drama,425321,1
Drama,1143891,1
Drama,57634,1
Documentary,431961,2
Drama,44982,1
Action,402127,10
Documentary,250730,2
Drama,1002539,1
Comedy,49607,0
Drama,367110,1
Comedy,472050,0
Drama,1224153,1
Drama,51065,1
Comedy,119413,0
Drama,297905,1
Drama,120872,1
Drama,75938,1
Drama,1318022,1
Western,78799,6
Drama,906783,1
Documentary,1379667,2
Documentary,1247703,2
Documentary,1334556,2
Comedy,28201,0
Drama,56537,1
Drama,35823,1
Documentary,800334,2
Drama,60486,1
Drama,1499228,1
Comedy,90968,0
Comedy,45808,0
Comedy,77295,0
Drama,835456,1
Horror,72156,3
Drama,1244659,1
Drama,88040,1
Drama,26261,1
Drama,65872,1
Comedy,1230155,0
Drama,1219336,1
Drama,424273,1
Drama,104060,1
Drama,926759,1
Horror,1172994,3
Drama,1232776,1
Comedy,1027658,0
Drama,499262,1
Mystery,270645,8
Drama,1364487,1
Documentary,1422757,2
Drama,60648,1
Comedy,1220628,0
Drama,1210039,1
Comedy,48481,0
Horror,1245112,3
Drama,368226,1
Comedy,1319733,0
Comedy,80012,0
Horror,1297945,3
Western,107863,6
Thriller,1323045,4
Drama,121853,1
Drama,138792,1
Drama,60613,1
Comedy,1386011,0
Musical,19993,5
Thriller,1053830,4
Documentary,1385869,2
Documentary,443524,2
Comedy,1135525,0
Thriller,69421,4
Drama,66482,1
Comedy,806147,0
Documentary,113718,2
Documentary,478338,2
Drama,1149363,1
Drama,49043,1
Comedy,128089,0
Western,52876,6
Comedy,977646,0
Western,52190,6
Documentary,1183697,2
Comedy,1489246,0
Documentary,1519402,2
Horror,903622,3
Documentary,1583323,2
Comedy,4707,0
Drama,64828,1
Drama,799991,1
Drama,36947,1
Drama,783515,1
Documentary,1159961,2
Documentary,884762,2
Documentary,1153037,2
Documentary,1358383,2
Comedy,1321509,0
Thriller,36929,4
Drama,43629,1
Documentary,1039647,2
Drama,445953,1
Drama,430224,1
Comedy,1318044,0
Comedy,84778,0
Comedy,1198408,0
Horror,1467304,3
Drama,200689,1
Documentary,1027091,2
Drama,54016,1
Drama,41746,1
Documentary,1584813,2
Documentary,81846,2
Comedy,90206,0
Comedy,383846,0
Horror,68457,3
Comedy,110524,0
Documentary,956101,2
Western,60978,6
Documentary,1237900,2
Documentary,1355640,2
Comedy,1241338,0
Horror,468774,3
Music,384700,14
Drama,65695,1
Drama,1428457,1
Horror,94642,3
Drama,27118,1
Documentary,1333631,2
Documentary,1249414,2
Western,45070,6
Drama,363249,1
Comedy,79858,0
Drama,773318,1
Drama,239381,1
Drama,855729,1
Drama,269856,1
Comedy,73498,0
Comedy,67540,0
Horror,67929,3
Horror,82479,3
Thriller,1484954,4
Documentary,1235072,2
Documentary,484211,2
Comedy,65839,0
Documentary,1479380,2
Drama,98197,1
Horror,59440,3
Drama,1166110,1
Drama,19237,1
Drama,104008,1
Drama,89366,1
Comedy,59362,0
Comedy,1498870,0
Drama,49259,1
Drama,997246,1
Drama,65233,1
Drama,110278,1
Drama,14417,1
Music,82088,14
Drama,50347,1
Comedy,56017,0
Drama,59555,1
Drama,1016321,1
Drama,1198385,1
Comedy,993779,0
Drama,1399683,1
Drama,808237,1
Drama,62728,1
Horror,102522,3
Comedy,269743,0
Horror,1087474,3
Documentary,1540814,2
Documentary,389011,2
Drama,974544,1
Drama,29077,1
Comedy,484064,0
Drama,104111,1
Drama,20514,1
Drama,19591,1
Documentary,1134665,2
Documentary,1339635,2
Drama,381131,1
Fantasy,1355623,7
Documentary,1157685,2
Drama,1291548,1
Documentary,1189345,2
Drama,59729,1
Drama,89748,1
Western,60165,6
Drama,492962,1
Drama,69737,1
Horror,780495,3
Drama,64873,1
Drama,62277,1
Comedy,313504,0
Drama,52708,1
Comedy,36783,0
Drama,1288633,1
Comedy,202989,0
Documentary,460823,2
Documentary,302022,2
Drama,62977,1
Thriller,1235404,4
Musical,30817,5
Comedy,1375670,0
Drama,800228,1
Biography,1205503,17
Drama,1001540,1
Drama,1319569,1
Documentary,116479,2
Comedy,34780,0
Comedy,427152,0
Documentary,1484522,2
Drama,66466,1
Drama,395424,1
Drama,102583,1
Drama,156906,1
Comedy,220016,0
Comedy,1570966,0
Thriller,61113,4
Drama,208995,1
Adventure,25907,9
Comedy,109685,0
Thriller,1104126,4
Horror,400383,3
Drama,492967,1
Drama,79359,1
Documentary,1159712,2
Drama,134108,1
Drama,1513713,1
Horror,291833,3
Drama,81616,1
Comedy,44566,0
Western,64227,6
Comedy,1534397,0
Drama,1294161,1
Documentary,1295068,2
Documentary,1424062,2
Documentary,1125387,2
Comedy,1058743,0
Drama,199777,1
Drama,1022606,1
Documentary,1020938,2
Drama,77315,1
Drama,71145,1
Drama,832318,1
Documentary,1474312,2
Documentary,1280015,2
Drama,81160,1
Documentary,1500496,2
Thriller,1202514,4
Drama,1285309,1
Drama,1183672,1
Drama,1322282,1
Drama,63384,1
Comedy,381442,0
Documentary,1394383,2
Drama,406098,1
Drama,64553,1
Drama,60758,1
Documentary,1587373,2
Drama,1381282,1
Sci-Fi,80806,11
Documentary,1558250,2
Documentary,1333657,2
Documentary,1233611,2
Documentary,903943,2
Documentary,1083853,2
Thriller,1315419,4
Comedy,1666186,0
Comedy,1255955,0
Drama,318126,1
Drama,1328913,1
Action,846017,10
Horror,158011,3
Mystery,151073,8
Drama,262699,1
Drama,1008017,1
Comedy,28070,0
Drama,125522,1
Drama,116300,1
Documentary,70258,2
Documentary,66153,2
Drama,58701,1
Drama,1328867,1
Documentary,1137439,2
Comedy,49042,0
Documentary,912586,2
Documentary,1433813,2
Drama,1027718,1
Drama,56346,1
Drama,59453,1
